location,network,signal_strength,signal_quality,sinr,data_speed,timestamp
NDDC,9mobile,-92.6,23.4,8.2,1.7,2025-10-20 06:50:24.379833
NDDC,9mobile,-80.1,18.2,8.0,1.6,2025-10-21 05:50:24.379833
NDDC,9mobile,-89.6,21.4,4.8,3.9,2025-10-18 15:50:24.379833
NDDC,9mobile,-84.8,24.5,5.1,6.9,2025-10-19 08:50:24.379833
NDDC,9mobile,-85.3,18.1,6.2,9.2,2025-10-22 09:50:24.379833
NDDC,9mobile,-85.3,16.0,6.3,1.8,2025-10-22 11:50:24.379833
NDDC,9mobile,-82.5,32.1,4.5,11.7,2025-10-19 12:50:24.379833
NDDC,9mobile,-83.8,24.9,6.2,3.0,2025-10-16 18:50:24.379833
NDDC,9mobile,-81.3,27.6,7.2,5.8,2025-10-18 15:50:24.379833
NDDC,9mobile,-90.4,26.0,3.7,6.9,2025-10-23 02:50:24.379833
NDDC,9mobile,-88.4,19.1,0.5,2.0,2025-10-21 13:50:24.379833
NDDC,9mobile,-86.9,19.5,5.4,6.6,2025-10-21 12:50:24.379833
TetFund,MTN,-75.4,51.8,14.8,22.7,2025-10-19 13:50:24.379833
TetFund,MTN,-72.8,38.8,15.4,11.4,2025-10-21 23:50:24.379833
TetFund,MTN,-74.6,32.0,15.7,18.0,2025-10-18 08:50:24.379833
TetFund,MTN,-80.1,37.1,16.8,17.6,2025-10-21 23:50:24.379833
TetFund,MTN,-76.3,39.8,16.2,21.2,2025-10-19 14:50:24.379833
TetFund,MTN,-74.7,45.8,18.8,15.8,2025-10-19 09:50:24.379833
TetFund,MTN,-70.5,51.7,17.6,18.1,2025-10-18 05:50:24.381317
TetFund,MTN,-78.2,41.8,17.3,11.9,2025-10-22 11:50:24.381317
TetFund,MTN,-73.6,50.6,18.5,18.8,2025-10-21 01:50:24.381317
TetFund,MTN,-80.2,42.9,17.9,17.8,2025-10-21 05:50:24.381317
TetFund,MTN,-73.8,39.4,14.3,17.7,2025-10-20 22:50:24.381317
TetFund,MTN,-85.7,41.0,15.6,12.8,2025-10-17 03:50:24.381317
TetFund,MTN,-75.6,54.2,17.0,14.6,2025-10-22 08:50:24.381317
TetFund,MTN,-77.0,51.3,15.5,18.2,2025-10-22 11:50:24.381317
TetFund,MTN,-73.4,42.6,11.5,16.4,2025-10-20 23:50:24.381317
TetFund,Airtel,-72.4,40.1,13.1,16.7,2025-10-21 03:50:24.381317
TetFund,Airtel,-78.6,36.6,11.7,12.5,2025-10-19 06:50:24.381317
TetFund,Airtel,-76.1,43.9,14.5,15.7,2025-10-18 07:50:24.381317
TetFund,Airtel,-75.2,39.5,12.7,23.5,2025-10-22 18:50:24.381317
TetFund,Airtel,-79.0,38.4,14.9,12.4,2025-10-18 15:50:24.381827
TetFund,Airtel,-79.6,38.1,15.8,18.2,2025-10-22 20:50:24.381827
TetFund,Airtel,-73.9,41.9,16.6,15.9,2025-10-19 16:50:24.381827
TetFund,Airtel,-77.2,43.3,14.5,15.3,2025-10-21 02:50:24.381827
TetFund,Airtel,-77.7,36.2,13.3,10.5,2025-10-18 03:50:24.381827
TetFund,Airtel,-80.4,30.9,14.2,13.1,2025-10-22 18:50:24.381827
TetFund,Airtel,-78.8,49.7,15.4,17.3,2025-10-17 14:50:24.381827
TetFund,Airtel,-77.3,37.2,16.8,11.7,2025-10-18 04:50:24.381827
TetFund,Airtel,-83.6,39.1,12.4,8.2,2025-10-21 23:50:24.381827
TetFund,Airtel,-81.9,38.8,16.6,15.1,2025-10-21 19:50:24.381827
TetFund,Airtel,-84.0,36.5,10.0,7.9,2025-10-18 13:50:24.381827
TetFund,Glo,-82.9,30.8,11.5,7.7,2025-10-18 01:50:24.381827
TetFund,Glo,-83.5,30.7,5.8,7.7,2025-10-17 08:50:24.381827
TetFund,Glo,-78.7,29.8,8.6,6.7,2025-10-22 22:50:24.381827
TetFund,Glo,-84.9,28.2,6.4,8.3,2025-10-19 03:50:24.381827
TetFund,Glo,-76.5,35.1,8.7,10.1,2025-10-21 19:50:24.381827
TetFund,Glo,-80.6,27.7,3.4,12.0,2025-10-17 13:50:24.381827
TetFund,Glo,-78.8,24.4,8.5,8.9,2025-10-21 10:50:24.381827
TetFund,Glo,-78.8,31.4,5.8,9.5,2025-10-17 03:50:24.381827
TetFund,Glo,-82.8,43.8,8.9,4.5,2025-10-17 15:50:24.381827
TetFund,Glo,-79.5,34.5,9.2,9.5,2025-10-17 05:50:24.381827
TetFund,Glo,-78.4,36.0,4.5,8.9,2025-10-18 22:50:24.381827
TetFund,Glo,-82.8,33.3,9.6,10.9,2025-10-20 18:50:24.381827
TetFund,Glo,-82.6,31.3,8.7,9.8,2025-10-21 16:50:24.381827
TetFund,Glo,-82.4,26.6,7.0,6.7,2025-10-19 11:50:24.381827
TetFund,Glo,-84.4,21.4,5.8,7.6,2025-10-19 04:50:24.381827
TetFund,9mobile,-77.9,25.5,7.8,5.5,2025-10-16 19:50:24.381827
TetFund,9mobile,-82.4,26.5,7.8,4.2,2025-10-17 03:50:24.381827
TetFund,9mobile,-84.7,16.9,5.4,8.6,2025-10-20 05:50:24.381827
TetFund,9mobile,-87.8,22.4,6.6,1.5,2025-10-21 13:50:24.382911
TetFund,9mobile,-85.9,10.1,0.9,5.0,2025-10-22 09:50:24.382911
TetFund,9mobile,-86.3,19.4,7.2,10.0,2025-10-16 23:50:24.382911
TetFund,9mobile,-88.4,23.1,6.2,4.3,2025-10-21 10:50:24.382911
TetFund,9mobile,-81.8,31.9,4.1,2.7,2025-10-22 10:50:24.382911
TetFund,9mobile,-86.1,27.1,5.7,0.1,2025-10-17 11:50:24.382911
TetFund,9mobile,-83.9,34.4,7.6,0.1,2025-10-18 09:50:24.382911
TetFund,9mobile,-82.5,30.7,7.2,2.3,2025-10-17 23:50:24.382911
TetFund,9mobile,-84.0,28.9,5.1,7.5,2025-10-22 18:50:24.382911
TetFund,9mobile,-84.4,17.2,8.6,3.8,2025-10-18 11:50:24.382911
TetFund,9mobile,-87.9,20.0,6.2,2.2,2025-10-21 02:50:24.382911
TetFund,9mobile,-87.0,19.5,3.1,9.3,2025-10-20 20:50:24.382911
PG Hostel,MTN,-71.8,41.1,10.5,20.4,2025-10-17 07:50:24.382911
PG Hostel,MTN,-71.7,47.3,13.5,22.1,2025-10-20 10:50:24.382911
PG Hostel,MTN,-73.8,47.9,15.2,17.4,2025-10-23 09:50:24.382911
PG Hostel,MTN,-75.3,46.3,16.3,14.4,2025-10-21 14:50:24.382911
PG Hostel,MTN,-78.2,41.9,15.1,16.5,2025-10-21 13:50:24.382911
PG Hostel,MTN,-67.9,46.0,15.9,20.8,2025-10-16 20:50:24.382911
PG Hostel,MTN,-74.2,35.1,10.9,21.4,2025-10-17 23:50:24.382911
PG Hostel,MTN,-74.6,37.9,15.3,13.3,2025-10-16 15:50:24.382911
PG Hostel,MTN,-75.7,35.2,12.7,12.2,2025-10-22 18:50:24.382911
PG Hostel,MTN,-69.9,43.8,12.8,14.8,2025-10-19 18:50:24.382911
PG Hostel,MTN,-73.4,31.7,16.2,20.7,2025-10-17 03:50:24.382911
PG Hostel,MTN,-74.4,40.0,17.0,15.8,2025-10-23 01:50:24.382911
PG Hostel,MTN,-77.3,37.8,14.2,15.3,2025-10-21 22:50:24.382911
PG Hostel,MTN,-74.1,44.1,15.9,16.8,2025-10-18 03:50:24.382911
PG Hostel,MTN,-75.6,45.6,16.1,11.2,2025-10-22 22:50:24.382911
PG Hostel,Airtel,-77.3,43.4,12.1,17.4,2025-10-18 05:50:24.382911
PG Hostel,Airtel,-78.7,42.9,13.7,11.5,2025-10-21 20:50:24.382911
PG Hostel,Airtel,-77.0,34.3,13.1,8.9,2025-10-19 20:50:24.382911
PG Hostel,Airtel,-73.2,46.0,11.3,21.1,2025-10-20 18:50:24.382911
PG Hostel,Airtel,-70.7,47.4,8.1,13.7,2025-10-18 17:50:24.382911
PG Hostel,Airtel,-82.2,33.9,13.4,12.3,2025-10-19 14:50:24.382911
PG Hostel,Airtel,-77.8,40.0,13.6,11.4,2025-10-18 02:50:24.382911
PG Hostel,Airtel,-80.9,35.5,11.1,13.3,2025-10-20 08:50:24.382911
PG Hostel,Airtel,-78.6,38.8,14.6,14.0,2025-10-19 11:50:24.382911
PG Hostel,Airtel,-76.8,40.5,14.7,10.7,2025-10-21 16:50:24.382911
PG Hostel,Airtel,-77.9,34.4,13.4,19.2,2025-10-20 02:50:24.382911
PG Hostel,Airtel,-77.6,32.8,14.3,11.7,2025-10-16 18:50:24.382911
PG Hostel,Airtel,-77.6,41.1,13.4,10.2,2025-10-16 19:50:24.382911
PG Hostel,Airtel,-79.1,34.4,15.0,15.2,2025-10-19 23:50:24.382911
PG Hostel,Airtel,-78.4,39.6,10.6,12.7,2025-10-19 22:50:24.382911
PG Hostel,Glo,-86.8,19.9,7.2,3.4,2025-10-21 04:50:24.382911
PG Hostel,Glo,-80.3,34.1,8.4,4.2,2025-10-20 17:50:24.382911
PG Hostel,Glo,-84.5,28.9,6.2,9.6,2025-10-17 23:50:24.382911
PG Hostel,Glo,-83.2,31.4,1.2,3.2,2025-10-20 13:50:24.384363
PG Hostel,Glo,-83.2,29.3,5.4,7.2,2025-10-23 11:50:24.384363
PG Hostel,Glo,-86.0,32.1,5.2,8.3,2025-10-19 10:50:24.384363
PG Hostel,Glo,-81.3,28.9,4.5,4.9,2025-10-19 20:50:24.384363
PG Hostel,Glo,-88.5,20.4,8.8,0.6,2025-10-19 15:50:24.384363
PG Hostel,Glo,-78.8,23.9,4.6,7.3,2025-10-22 23:50:24.384363
PG Hostel,Glo,-81.3,25.4,8.8,6.4,2025-10-22 12:50:24.384363
PG Hostel,Glo,-82.7,21.8,7.1,8.0,2025-10-22 12:50:24.384363
PG Hostel,Glo,-78.6,29.7,3.9,9.6,2025-10-16 14:50:24.384363
PG Hostel,Glo,-86.3,21.6,8.1,6.9,2025-10-19 17:50:24.384363
PG Hostel,Glo,-85.1,19.7,6.4,3.9,2025-10-18 11:50:24.384363
PG Hostel,Glo,-87.8,32.0,8.8,3.0,2025-10-22 02:50:24.384363
PG Hostel,9mobile,-85.9,26.3,4.3,3.4,2025-10-21 14:50:24.384363
PG Hostel,9mobile,-87.3,16.1,0.0,6.3,2025-10-21 08:50:24.384363
PG Hostel,9mobile,-78.8,23.5,2.3,2.4,2025-10-22 15:50:24.384363
PG Hostel,9mobile,-88.6,19.0,2.9,3.1,2025-10-18 12:50:24.384363
PG Hostel,9mobile,-80.4,18.8,2.7,7.7,2025-10-18 10:50:24.384363
PG Hostel,9mobile,-86.2,17.0,6.7,7.2,2025-10-22 09:50:24.384363
PG Hostel,9mobile,-86.0,19.4,4.2,7.0,2025-10-18 17:50:24.384363
PG Hostel,9mobile,-82.2,21.4,2.8,11.7,2025-10-22 12:50:24.384363
PG Hostel,9mobile,-83.4,15.1,2.4,2.4,2025-10-19 21:50:24.384363
PG Hostel,9mobile,-84.0,34.7,4.7,4.1,2025-10-22 09:50:24.384363
PG Hostel,9mobile,-88.7,24.4,2.0,2.4,2025-10-22 02:50:24.384363
PG Hostel,9mobile,-83.3,24.3,2.4,4.1,2025-10-22 21:50:24.384363
PG Hostel,9mobile,-83.6,31.1,2.1,1.6,2025-10-18 21:50:24.384363
PG Hostel,9mobile,-85.6,20.6,5.2,5.4,2025-10-18 15:50:24.384363
PG Hostel,9mobile,-82.9,18.6,0.0,5.6,2025-10-18 01:50:24.384363
Bj Services,MTN,-74.2,39.6,12.4,16.6,2025-10-17 02:50:24.384363
Bj Services,MTN,-83.1,40.4,15.3,7.7,2025-10-21 09:50:24.384363
Bj Services,MTN,-76.2,45.1,13.3,17.5,2025-10-16 20:50:24.384363
Bj Services,MTN,-78.9,41.9,13.6,14.7,2025-10-18 06:50:24.384363
Bj Services,MTN,-76.9,45.9,18.5,15.1,2025-10-21 13:50:24.384363
Bj Services,MTN,-80.3,37.8,13.7,19.8,2025-10-21 03:50:24.385772
Bj Services,MTN,-81.9,46.4,15.5,13.3,2025-10-21 23:50:24.390592
Bj Services,MTN,-75.4,44.8,15.8,19.5,2025-10-18 12:50:24.391604
Bj Services,MTN,-73.7,38.5,18.6,16.2,2025-10-18 05:50:24.391604
Bj Services,MTN,-75.7,45.4,15.8,21.3,2025-10-20 20:50:24.391604
Bj Services,MTN,-74.2,40.9,18.5,17.7,2025-10-22 18:50:24.391604
Bj Services,MTN,-77.8,38.4,17.6,14.0,2025-10-19 08:50:24.391604
Bj Services,MTN,-74.8,48.7,16.8,14.6,2025-10-19 18:50:24.391604
Bj Services,MTN,-77.7,34.2,16.9,18.2,2025-10-18 12:50:24.391604
Bj Services,MTN,-70.6,47.6,14.0,20.3,2025-10-20 00:50:24.391604
Bj Services,Airtel,-78.7,47.1,16.8,17.9,2025-10-18 19:50:24.391604
Bj Services,Airtel,-79.0,39.5,8.9,8.5,2025-10-17 08:50:24.391604
Bj Services,Airtel,-75.7,47.7,11.2,14.8,2025-10-17 05:50:24.391604
Bj Services,Airtel,-80.9,45.5,15.8,15.3,2025-10-21 23:50:24.391604
Bj Services,Airtel,-80.6,27.0,11.7,8.2,2025-10-18 02:50:24.391604
Bj Services,Airtel,-77.4,40.2,14.5,11.2,2025-10-18 12:50:24.391604
Bj Services,Airtel,-81.6,29.1,15.1,9.0,2025-10-22 13:50:24.391604
Bj Services,Airtel,-78.9,42.5,14.3,8.9,2025-10-20 06:50:24.391604
Bj Services,Airtel,-81.5,36.2,15.0,12.9,2025-10-22 21:50:24.391604
Bj Services,Airtel,-75.4,41.3,15.6,11.0,2025-10-20 22:50:24.391604
Bj Services,Airtel,-78.8,39.0,16.5,8.3,2025-10-18 15:50:24.391604
Bj Services,Airtel,-78.4,32.7,14.5,11.1,2025-10-21 15:50:24.391604
Bj Services,Airtel,-77.4,43.6,16.0,17.1,2025-10-17 00:50:24.391604
Bj Services,Airtel,-79.8,37.3,13.7,5.4,2025-10-22 03:50:24.391604
Bj Services,Airtel,-81.4,36.5,14.9,10.7,2025-10-16 14:50:24.391604
Bj Services,Glo,-84.4,29.1,4.9,12.2,2025-10-16 15:50:24.391604
Bj Services,Glo,-82.5,38.5,9.0,7.2,2025-10-18 22:50:24.391604
Bj Services,Glo,-76.7,34.9,6.9,9.7,2025-10-22 22:50:24.392605
Bj Services,Glo,-78.7,25.6,6.2,4.3,2025-10-18 06:50:24.392605
Bj Services,Glo,-80.6,28.0,9.2,6.9,2025-10-22 20:50:24.392605
Bj Services,Glo,-84.7,30.7,7.3,6.4,2025-10-19 15:50:24.392605
Bj Services,Glo,-81.6,33.7,8.4,10.6,2025-10-21 07:50:24.392605
Bj Services,Glo,-77.3,26.8,6.4,9.2,2025-10-16 14:50:24.392605
Bj Services,Glo,-83.7,29.8,6.3,5.2,2025-10-23 05:50:24.392605
Bj Services,Glo,-78.4,27.6,6.4,11.4,2025-10-19 05:50:24.392605
Bj Services,Glo,-84.1,22.8,7.9,4.2,2025-10-17 14:50:24.392605
Bj Services,Glo,-83.4,25.1,7.8,10.8,2025-10-20 23:50:24.392605
Bj Services,Glo,-80.0,33.4,4.8,4.7,2025-10-20 10:50:24.392605
Bj Services,Glo,-82.7,25.9,8.6,2.7,2025-10-18 19:50:24.392605
Bj Services,Glo,-84.5,24.2,6.8,11.6,2025-10-18 14:50:24.392605
Bj Services,9mobile,-81.2,24.0,3.7,7.3,2025-10-18 13:50:24.392605
Bj Services,9mobile,-87.7,21.0,2.9,7.7,2025-10-20 20:50:24.392605
Bj Services,9mobile,-88.2,18.2,4.3,8.8,2025-10-20 08:50:24.392605
Bj Services,9mobile,-85.5,24.2,7.0,2.8,2025-10-17 03:50:24.392605
Bj Services,9mobile,-88.6,29.4,6.8,4.8,2025-10-21 09:50:24.392605
Bj Services,9mobile,-86.5,24.9,7.7,6.8,2025-10-19 05:50:24.392605
Bj Services,9mobile,-84.6,30.4,7.8,3.8,2025-10-20 14:50:24.392605
Bj Services,9mobile,-86.1,17.1,6.3,4.8,2025-10-18 22:50:24.392605
Bj Services,9mobile,-84.7,23.5,4.8,0.8,2025-10-21 01:50:24.392605
Bj Services,9mobile,-81.8,30.0,5.1,8.8,2025-10-18 20:50:24.392605
Bj Services,9mobile,-81.3,24.3,5.4,6.7,2025-10-21 15:50:24.392605
Bj Services,9mobile,-82.4,28.8,5.1,7.6,2025-10-17 17:50:24.392605
Bj Services,9mobile,-87.3,21.1,4.1,4.7,2025-10-20 05:50:24.392605
Bj Services,9mobile,-86.2,22.7,7.3,6.5,2025-10-17 16:50:24.392605
Bj Services,9mobile,-88.8,28.2,6.0,2.1,2025-10-17 07:50:24.392605
Student Affairs,MTN,-70.0,56.6,15.6,20.5,2025-10-21 05:50:24.392605
Student Affairs,MTN,-69.0,56.2,19.6,27.4,2025-10-21 23:50:24.392605
Student Affairs,MTN,-66.8,55.8,16.7,29.1,2025-10-17 15:50:24.392605
Student Affairs,MTN,-68.3,59.8,18.7,24.3,2025-10-18 20:50:24.392605
Student Affairs,MTN,-74.0,53.1,14.5,17.4,2025-10-17 15:50:24.392605
Student Affairs,MTN,-69.5,54.0,19.5,25.9,2025-10-21 19:50:24.393607
Student Affairs,MTN,-73.6,51.0,18.4,20.8,2025-10-20 06:50:24.393607
Student Affairs,MTN,-72.1,53.0,12.6,24.4,2025-10-23 00:50:24.393607
Student Affairs,MTN,-73.7,55.8,16.6,23.5,2025-10-23 06:50:24.393607
Student Affairs,MTN,-68.5,61.3,13.7,23.9,2025-10-21 21:50:24.393607
Student Affairs,MTN,-69.5,58.5,16.9,25.1,2025-10-22 03:50:24.393607
Student Affairs,MTN,-70.5,55.7,16.1,22.6,2025-10-22 07:50:24.393607
Student Affairs,MTN,-66.5,71.5,14.5,29.2,2025-10-20 00:50:24.393607
Student Affairs,MTN,-71.4,42.2,17.1,25.0,2025-10-22 23:50:24.393607
Student Affairs,MTN,-70.2,50.5,17.6,17.5,2025-10-18 21:50:24.393607
Student Affairs,Airtel,-70.9,52.9,15.0,20.8,2025-10-17 00:50:24.393607
Student Affairs,Airtel,-74.3,47.1,14.9,17.8,2025-10-19 08:50:24.393607
Student Affairs,Airtel,-72.2,48.5,14.3,19.4,2025-10-16 13:50:24.393607
Student Affairs,Airtel,-75.2,48.0,12.8,14.6,2025-10-19 08:50:24.393607
Student Affairs,Airtel,-73.3,42.6,16.2,12.4,2025-10-17 06:50:24.393607
Student Affairs,Airtel,-76.2,48.7,13.6,17.6,2025-10-19 15:50:24.393607
Student Affairs,Airtel,-74.5,49.5,13.4,16.9,2025-10-19 22:50:24.393607
Student Affairs,Airtel,-71.4,41.1,17.4,25.0,2025-10-19 21:50:24.393607
Student Affairs,Airtel,-77.3,42.7,17.2,16.4,2025-10-19 13:50:24.393607
Student Affairs,Airtel,-72.0,47.3,14.0,22.0,2025-10-21 22:50:24.393607
Student Affairs,Airtel,-69.2,43.5,12.9,22.0,2025-10-19 06:50:24.393607
Student Affairs,Airtel,-67.3,46.4,14.5,28.8,2025-10-20 01:50:24.393607
Student Affairs,Airtel,-74.1,49.4,13.3,17.5,2025-10-17 14:50:24.393607
Student Affairs,Airtel,-72.0,56.3,14.9,16.6,2025-10-20 07:50:24.393607
Student Affairs,Airtel,-77.6,51.3,15.9,18.2,2025-10-19 12:50:24.393607
Student Affairs,Glo,-74.3,35.0,10.4,11.3,2025-10-17 12:50:24.393607
Student Affairs,Glo,-79.6,31.8,9.4,7.2,2025-10-20 17:50:24.393607
Student Affairs,Glo,-75.6,25.5,11.2,16.3,2025-10-18 07:50:24.393607
Student Affairs,Glo,-78.3,43.1,9.4,12.9,2025-10-21 02:50:24.393607
Student Affairs,Glo,-72.4,43.4,9.9,7.0,2025-10-19 02:50:24.393607
Student Affairs,Glo,-68.9,44.0,8.5,11.7,2025-10-21 04:50:24.393607
Student Affairs,Glo,-77.6,39.3,9.0,10.1,2025-10-16 19:50:24.393607
Student Affairs,Glo,-75.8,38.1,12.8,13.2,2025-10-21 19:50:24.393607
Student Affairs,Glo,-72.2,35.6,7.3,10.4,2025-10-18 01:50:24.393607
Student Affairs,Glo,-78.1,34.2,8.6,5.8,2025-10-20 02:50:24.394605
Student Affairs,Glo,-76.8,31.5,6.0,11.6,2025-10-20 14:50:24.394605
Student Affairs,Glo,-77.8,42.4,7.3,11.2,2025-10-23 11:50:24.394605
Student Affairs,Glo,-76.1,35.3,8.1,7.7,2025-10-21 07:50:24.394605
Student Affairs,Glo,-74.0,44.8,6.4,3.5,2025-10-16 16:50:24.394605
Student Affairs,Glo,-78.0,32.6,6.5,8.6,2025-10-17 03:50:24.394605
Student Affairs,9mobile,-82.7,27.8,8.7,4.8,2025-10-21 08:50:24.394605
Student Affairs,9mobile,-78.9,19.3,7.6,9.2,2025-10-21 16:50:24.394605
Student Affairs,9mobile,-79.9,26.2,7.3,8.8,2025-10-18 14:50:24.394605
Student Affairs,9mobile,-81.5,31.2,3.6,10.1,2025-10-16 18:50:24.394605
Student Affairs,9mobile,-79.0,19.9,6.6,6.8,2025-10-18 13:50:24.394605
Student Affairs,9mobile,-80.3,31.7,5.7,13.5,2025-10-22 02:50:24.394605
Student Affairs,9mobile,-85.6,28.1,4.8,6.6,2025-10-19 08:50:24.394605
Student Affairs,9mobile,-76.7,32.8,7.7,8.7,2025-10-20 12:50:24.394605
Student Affairs,9mobile,-88.3,19.8,5.6,2.9,2025-10-21 10:50:24.394605
Student Affairs,9mobile,-81.2,26.0,4.6,3.8,2025-10-16 22:50:24.394605
Student Affairs,9mobile,-78.7,31.7,5.4,9.2,2025-10-17 06:50:24.394605
Student Affairs,9mobile,-76.0,31.6,4.0,5.3,2025-10-19 08:50:24.394605
Student Affairs,9mobile,-72.6,34.0,7.0,11.4,2025-10-20 06:50:24.394605
Student Affairs,9mobile,-78.6,36.6,5.9,0.2,2025-10-21 14:50:24.394605
Student Affairs,9mobile,-74.5,32.5,3.2,9.6,2025-10-20 12:50:24.394605
ICT,MTN,-72.7,58.6,17.7,21.7,2025-10-18 11:50:24.394605
ICT,MTN,-75.8,51.2,19.5,22.4,2025-10-16 16:50:24.394605
ICT,MTN,-69.3,56.7,13.8,19.6,2025-10-22 03:50:24.394605
ICT,MTN,-73.9,48.4,13.4,17.9,2025-10-16 20:50:24.394605
ICT,MTN,-71.5,57.3,16.7,23.9,2025-10-18 21:50:24.394605
ICT,MTN,-76.8,40.6,17.0,21.6,2025-10-19 07:50:24.394605
ICT,MTN,-69.7,56.8,14.6,17.5,2025-10-22 21:50:24.394605
ICT,MTN,-70.0,52.9,18.4,18.4,2025-10-20 10:50:24.394605
ICT,MTN,-75.2,45.2,17.1,16.0,2025-10-16 14:50:24.394605
ICT,MTN,-70.4,54.4,16.6,19.8,2025-10-19 21:50:24.394605
ICT,MTN,-73.2,49.5,14.7,21.0,2025-10-19 07:50:24.394605
ICT,MTN,-77.8,37.5,16.8,14.9,2025-10-18 23:50:24.394605
ICT,MTN,-74.8,48.6,12.0,25.9,2025-10-20 00:50:24.394605
ICT,MTN,-75.8,48.9,16.0,16.6,2025-10-21 00:50:24.395608
ICT,MTN,-69.0,53.1,20.6,20.7,2025-10-20 13:50:24.395608
ICT,Airtel,-75.5,35.8,14.5,15.5,2025-10-23 07:50:24.395608
ICT,Airtel,-71.0,52.1,10.5,20.1,2025-10-17 20:50:24.395608
ICT,Airtel,-77.2,46.5,17.9,17.2,2025-10-18 16:50:24.395608
ICT,Airtel,-78.6,48.4,15.3,13.8,2025-10-17 13:50:24.395608
ICT,Airtel,-83.3,35.4,13.0,10.1,2025-10-21 21:50:24.395608
ICT,Airtel,-78.9,30.4,13.7,14.8,2025-10-19 16:50:24.395608
ICT,Airtel,-78.5,38.0,15.3,8.1,2025-10-17 17:50:24.395608
ICT,Airtel,-76.7,35.4,13.0,12.9,2025-10-21 05:50:24.395608
ICT,Airtel,-73.5,54.6,16.0,16.4,2025-10-17 00:50:24.395608
ICT,Airtel,-78.3,37.4,13.9,15.9,2025-10-23 07:50:24.395608
ICT,Airtel,-78.2,44.1,13.7,12.3,2025-10-19 07:50:24.395608
ICT,Airtel,-76.2,51.9,15.8,15.4,2025-10-22 14:50:24.395608
ICT,Airtel,-73.3,47.2,14.7,17.2,2025-10-22 14:50:24.395608
ICT,Airtel,-76.2,33.6,14.9,17.6,2025-10-16 16:50:24.395608
ICT,Airtel,-75.7,49.1,17.0,20.9,2025-10-20 15:50:24.395608
ICT,Glo,-77.6,35.3,10.1,9.5,2025-10-17 02:50:24.395608
ICT,Glo,-77.8,35.2,9.2,7.4,2025-10-21 05:50:24.395608
ICT,Glo,-83.2,31.7,12.3,3.1,2025-10-17 01:50:24.395608
ICT,Glo,-81.0,30.2,5.6,7.2,2025-10-20 04:50:24.395608
ICT,Glo,-81.5,34.2,9.5,6.0,2025-10-20 09:50:24.396608
ICT,Glo,-79.2,25.3,7.7,10.7,2025-10-20 08:50:24.396608
ICT,Glo,-83.6,36.4,8.0,7.5,2025-10-18 14:50:24.396608
ICT,Glo,-83.4,30.5,9.6,2.0,2025-10-21 12:50:24.396608
ICT,Glo,-83.3,28.7,6.3,0.6,2025-10-19 00:50:24.396608
ICT,Glo,-76.6,30.1,5.5,4.5,2025-10-22 23:50:24.396608
ICT,Glo,-81.5,30.9,7.8,11.8,2025-10-18 00:50:24.396608
ICT,Glo,-75.9,31.2,7.0,11.2,2025-10-21 21:50:24.396608
ICT,Glo,-86.0,27.0,8.7,7.1,2025-10-23 10:50:24.396608
ICT,Glo,-74.1,39.5,8.6,13.6,2025-10-19 20:50:24.396608
ICT,Glo,-79.3,30.7,6.6,11.6,2025-10-19 02:50:24.396608
ICT,9mobile,-83.7,24.7,7.2,0.1,2025-10-18 16:50:24.396608
ICT,9mobile,-81.9,26.0,6.6,9.0,2025-10-19 10:50:24.396608
ICT,9mobile,-83.1,28.5,6.2,8.7,2025-10-16 12:50:24.396608
ICT,9mobile,-83.1,33.8,9.6,6.9,2025-10-21 01:50:24.396608
ICT,9mobile,-80.0,16.3,5.6,8.1,2025-10-17 11:50:24.396608
ICT,9mobile,-83.5,20.4,10.4,7.0,2025-10-21 06:50:24.396608
ICT,9mobile,-88.7,30.5,8.1,8.2,2025-10-20 18:50:24.396608
ICT,9mobile,-78.9,28.5,5.0,8.0,2025-10-20 06:50:24.396608
ICT,9mobile,-82.1,27.8,7.0,8.4,2025-10-22 00:50:24.396608
ICT,9mobile,-84.5,13.0,7.2,4.6,2025-10-20 01:50:24.396608
ICT,9mobile,-81.8,30.3,6.2,3.4,2025-10-19 03:50:24.396608
ICT,9mobile,-84.7,21.7,6.9,4.4,2025-10-16 19:50:24.396608
ICT,9mobile,-80.6,27.6,6.6,1.6,2025-10-21 20:50:24.396608
ICT,9mobile,-79.9,30.1,7.0,6.9,2025-10-17 20:50:24.396608
ICT,9mobile,-88.2,18.9,4.2,7.4,2025-10-23 11:50:24.396608
Futo Cafe,MTN,-70.0,53.2,14.8,16.9,2025-10-17 06:50:24.396608
Futo Cafe,MTN,-74.3,54.0,17.2,19.9,2025-10-21 09:50:24.396608
Futo Cafe,MTN,-70.4,44.3,16.2,21.3,2025-10-16 12:50:24.396608
Futo Cafe,MTN,-72.7,43.5,12.2,16.3,2025-10-22 13:50:24.396608
Futo Cafe,MTN,-69.7,57.0,9.7,20.4,2025-10-22 18:50:24.396608
Futo Cafe,MTN,-71.0,52.8,15.2,11.3,2025-10-21 22:50:24.396608
Futo Cafe,MTN,-70.1,46.9,14.4,17.3,2025-10-21 20:50:24.396608
Futo Cafe,MTN,-75.1,44.9,11.9,15.9,2025-10-18 06:50:24.396608
Futo Cafe,MTN,-71.0,42.5,14.3,20.7,2025-10-18 09:50:24.396608
Futo Cafe,MTN,-73.6,40.5,12.6,15.3,2025-10-16 22:50:24.396608
